,User,CARD_INDEX,Card_Brand,Card_Type,Card_Number,Expires,CVV,Has_Chip,Cards_Issued,Credit_Limit,Acct_Open_Date,Year_PIN_last_Changed,Card_on_Dark_Web
4578,1484,0,Visa,Debit (Prepaid),4940531959877089,2020-10-01T00:00:00.000,374,1,2,33,2020-01-01T00:00:00.000,2020,0
4579,1485,0,Visa,Debit,4429857777537289,2020-01-01T00:00:00.000,404,1,2,21692,2020-01-01T00:00:00.000,2020,0
4580,1485,1,Mastercard,Credit,5607389851323321,2023-04-01T00:00:00.000,557,1,1,11200,2020-01-01T00:00:00.000,2020,0
4581,1486,0,Mastercard,Debit,5686764662723286,2022-03-01T00:00:00.000,113,1,1,24602,2020-01-01T00:00:00.000,2020,0
4582,1486,1,Visa,Debit,4236022081985704,2016-10-01T00:00:00.000,326,1,2,44390,2008-06-01T00:00:00.000,2009,0
4583,1487,0,Mastercard,Debit,5197218235211418,2021-01-01T00:00:00.000,955,1,2,30950,2005-06-01T00:00:00.000,2020,0
4584,1487,1,Visa,Debit,4193057506301353,2023-06-01T00:00:00.000,602,1,1,4723,2003-10-01T00:00:00.000,2011,0
4585,1487,2,Visa,Debit,4872357106200453,2021-05-01T00:00:00.000,17,1,1,12325,2009-03-01T00:00:00.000,2009,0
4586,1487,3,Mastercard,Debit (Prepaid),5566680974439314,2010-02-01T00:00:00.000,454,1,2,15,2001-05-01T00:00:00.000,2009,0
4587,1487,4,Visa,Debit,4119268573253939,2022-09-01T00:00:00.000,247,1,2,28166,2003-10-01T00:00:00.000,2015,0
4588,1487,5,Mastercard,Debit,5810332499908324,2024-12-01T00:00:00.000,932,1,1,14056,2011-06-01T00:00:00.000,2011,0
4589,1488,0,Mastercard,Debit,5350628456401491,2024-11-01T00:00:00.000,382,1,1,35169,2010-12-01T00:00:00.000,2012,0
4590,1488,1,Mastercard,Credit,5309736298494191,2022-03-01T00:00:00.000,728,1,1,17500,2010-08-01T00:00:00.000,2011,0
4591,1488,2,Visa,Debit (Prepaid),4443040432064205,2012-03-01T00:00:00.000,861,1,2,33,2005-11-01T00:00:00.000,2010,0
4592,1489,0,Mastercard,Credit,5404748709503428,2021-10-01T00:00:00.000,943,0,2,18300,2003-05-01T00:00:00.000,2008,0
4593,1489,1,Mastercard,Credit,5766890677028200,2022-12-01T00:00:00.000,9,1,3,5700,2011-06-01T00:00:00.000,2011,0
4594,1489,2,Visa,Credit,4544774001344065,2024-09-01T00:00:00.000,527,1,1,19100,2010-09-01T00:00:00.000,2015,0
4595,1490,0,Amex,Credit,336494766392092,2020-11-01T00:00:00.000,600,1,2,11100,1998-07-01T00:00:00.000,2016,0
4596,1490,1,Mastercard,Debit,5546537643480546,2021-02-01T00:00:00.000,748,1,2,2833,2010-11-01T00:00:00.000,2013,0
4597,1490,2,Visa,Debit,4580468046825266,2012-04-01T00:00:00.000,101,1,1,12833,2008-05-01T00:00:00.000,2010,0
4598,1490,3,Amex,Credit,305833889455873,2024-07-01T00:00:00.000,198,1,2,7500,2008-10-01T00:00:00.000,2008,0
4599,1490,4,Amex,Credit,302737588175602,2020-04-01T00:00:00.000,900,1,2,14600,2005-01-01T00:00:00.000,2014,0
4600,1490,5,Mastercard,Debit (Prepaid),5042598887023376,2017-08-01T00:00:00.000,909,1,1,100,2006-09-01T00:00:00.000,2014,0
4601,1490,6,Amex,Credit,323578133531197,2022-06-01T00:00:00.000,404,1,1,8000,1995-09-01T00:00:00.000,2003,0
4602,1491,0,Visa,Credit,4937394377002273,2021-05-01T00:00:00.000,20,1,1,5300,2004-02-01T00:00:00.000,2007,0
4603,1491,1,Visa,Debit,4386594468368100,2023-03-01T00:00:00.000,765,1,2,22601,2003-02-01T00:00:00.000,2010,0
4604,1492,0,Mastercard,Debit,5873838154222952,2020-02-01T00:00:00.000,759,1,2,27556,2020-02-01T00:00:00.000,2020,0
4605,1492,1,Visa,Debit (Prepaid),4725811445977510,2020-08-01T00:00:00.000,276,1,2,29,2020-02-01T00:00:00.000,2020,0
4606,1493,0,Mastercard,Debit,5081978309209093,2022-01-01T00:00:00.000,860,1,1,19753,2020-02-01T00:00:00.000,2020,0
4607,1493,1,Mastercard,Debit,5743528973419482,2020-11-01T00:00:00.000,702,1,1,15527,2020-01-01T00:00:00.000,2020,0
4608,1493,2,Visa,Debit,4025612938343507,2020-09-01T00:00:00.000,547,0,1,16056,2020-01-01T00:00:00.000,2020,0
4609,1494,0,Visa,Debit,4658834560157747,2020-03-01T00:00:00.000,222,1,1,9272,2010-08-01T00:00:00.000,2011,0
4610,1495,0,Mastercard,Credit,5936059093647862,2020-07-01T00:00:00.000,739,1,1,9000,2002-10-01T00:00:00.000,2010,0
4611,1495,1,Mastercard,Debit (Prepaid),5789926821361976,2021-04-01T00:00:00.000,833,1,2,83,2009-05-01T00:00:00.000,2010,0
4612,1495,2,Visa,Debit,4292936340098046,2016-04-01T00:00:00.000,106,1,2,1394,2010-08-01T00:00:00.000,2015,0
4613,1496,0,Amex,Credit,391488790203553,2020-06-01T00:00:00.000,195,1,1,17900,2007-01-01T00:00:00.000,2010,0
4614,1496,1,Mastercard,Debit,5928320194768562,2016-08-01T00:00:00.000,838,1,2,2559,2011-09-01T00:00:00.000,2011,0
4615,1496,2,Mastercard,Debit,5632931851516080,2023-10-01T00:00:00.000,688,1,2,9285,1998-09-01T00:00:00.000,2013,0
4616,1497,0,Mastercard,Debit (Prepaid),5203903413139239,2023-08-01T00:00:00.000,495,0,2,130,2009-06-01T00:00:00.000,2009,0
4617,1497,1,Visa,Credit,4781372317032583,2023-02-01T00:00:00.000,403,1,1,13400,2010-08-01T00:00:00.000,2010,0
4618,1497,2,Amex,Credit,320312548990885,2013-08-01T00:00:00.000,628,1,1,9200,2008-01-01T00:00:00.000,2009,0
4619,1497,3,Visa,Credit,4148787669895828,2022-08-01T00:00:00.000,50,1,1,17700,2000-12-01T00:00:00.000,2009,0
4620,1497,4,Mastercard,Debit,5346827663529174,2024-10-01T00:00:00.000,54,0,2,37634,2004-05-01T00:00:00.000,2006,0
4621,1498,0,Visa,Credit,4759060378229068,2024-08-01T00:00:00.000,148,1,1,25200,2010-03-01T00:00:00.000,2020,0
4622,1498,1,Visa,Debit,4251438588647763,2021-03-01T00:00:00.000,177,1,2,27878,2009-04-01T00:00:00.000,2011,0
4623,1498,2,Visa,Debit,4873170994873047,2021-12-01T00:00:00.000,510,1,2,19264,2010-06-01T00:00:00.000,2010,0
4624,1499,0,Visa,Credit,4601495519183808,2012-04-01T00:00:00.000,833,1,1,17000,2005-10-01T00:00:00.000,2016,0
4625,1499,1,Mastercard,Debit,5822238075477046,2008-12-01T00:00:00.000,299,0,2,14681,2005-02-01T00:00:00.000,2012,0
4626,1499,2,Visa,Credit,4035574637806082,2020-04-01T00:00:00.000,28,0,3,25100,2012-04-01T00:00:00.000,2012,0
4627,1499,3,Mastercard,Debit,5252385354093904,2023-02-01T00:00:00.000,874,1,2,54842,2013-03-01T00:00:00.000,2013,0
4628,1500,0,Visa,Credit,4775884194235989,2020-02-01T00:00:00.000,411,1,2,16900,2020-02-01T00:00:00.000,2020,0
4629,1500,1,Visa,Credit,4544713227326156,2020-12-01T00:00:00.000,4,1,1,12800,2020-01-01T00:00:00.000,2020,0
4630,1501,0,Mastercard,Debit (Prepaid),5701332239788541,2023-07-01T00:00:00.000,299,1,1,86,2020-02-01T00:00:00.000,2020,0
4631,1501,1,Visa,Debit (Prepaid),4847294655009003,2022-10-01T00:00:00.000,440,1,1,61,2018-10-01T00:00:00.000,2018,0
4632,1501,2,Visa,Debit (Prepaid),4119373610006563,2021-04-01T00:00:00.000,374,1,1,55,2020-02-01T00:00:00.000,2020,0
4633,1502,0,Discover,Credit,6845375674595536,2024-02-01T00:00:00.000,943,1,1,0,2011-01-01T00:00:00.000,2011,0
4634,1502,1,Mastercard,Debit,5417518550067026,2022-12-01T00:00:00.000,737,1,1,10608,2010-02-01T00:00:00.000,2010,0
4635,1502,2,Mastercard,Debit,5345636299699533,2013-02-01T00:00:00.000,788,1,1,16315,2009-02-01T00:00:00.000,2010,0
4636,1502,3,Mastercard,Debit,5503299875661525,2020-02-01T00:00:00.000,924,1,1,20587,2020-01-01T00:00:00.000,2020,0
4637,1503,0,Amex,Credit,320032582560720,2020-09-01T00:00:00.000,917,1,2,7300,2016-07-01T00:00:00.000,2016,0
4638,1503,1,Visa,Debit (Prepaid),4525019658850214,2022-10-01T00:00:00.000,425,1,2,60,2011-01-01T00:00:00.000,2011,0
4639,1503,2,Visa,Debit (Prepaid),4319964166566927,2023-01-01T00:00:00.000,205,0,1,69,2015-08-01T00:00:00.000,2015,0
4640,1503,3,Mastercard,Debit (Prepaid),5538874717660586,2023-09-01T00:00:00.000,671,1,1,90,2020-02-01T00:00:00.000,2020,0
4641,1504,0,Visa,Debit,4700227604701791,2012-10-01T00:00:00.000,163,1,1,11714,2009-10-01T00:00:00.000,2014,0
4642,1504,1,Mastercard,Credit,5618611337229363,2021-12-01T00:00:00.000,114,0,2,6400,2014-02-01T00:00:00.000,2014,0
4643,1504,2,Mastercard,Debit (Prepaid),5302877087935862,2018-08-01T00:00:00.000,213,1,1,84,2018-03-01T00:00:00.000,2018,0
4644,1504,3,Mastercard,Credit,5762316813851481,2022-10-01T00:00:00.000,722,0,1,6900,2005-06-01T00:00:00.000,2012,0
4645,1505,0,Mastercard,Debit (Prepaid),5236777406383687,2020-10-01T00:00:00.000,234,1,1,64,2016-09-01T00:00:00.000,2016,0
4646,1505,1,Mastercard,Debit,5463788030135116,2024-12-01T00:00:00.000,236,1,2,37377,2012-12-01T00:00:00.000,2012,0
4647,1506,0,Visa,Debit,4571249574954358,2022-09-01T00:00:00.000,588,1,2,11002,2009-12-01T00:00:00.000,2009,0
4648,1506,1,Visa,Debit,4048255744655078,2020-07-01T00:00:00.000,307,0,2,19765,2001-08-01T00:00:00.000,2009,0
4649,1506,2,Mastercard,Credit,5971047131415221,2018-02-01T00:00:00.000,191,0,1,12900,2004-04-01T00:00:00.000,2010,0
4650,1507,0,Mastercard,Debit,5802516154574090,2021-07-01T00:00:00.000,566,1,1,22353,2020-02-01T00:00:00.000,2020,0
4651,1508,0,Visa,Debit,4998445442709639,2021-03-01T00:00:00.000,899,1,2,28696,2009-12-01T00:00:00.000,2009,0
4652,1508,1,Mastercard,Credit,5587200077332468,2023-12-01T00:00:00.000,661,1,1,20700,2009-09-01T00:00:00.000,2010,0
4653,1508,2,Mastercard,Debit,5079107565180218,2023-02-01T00:00:00.000,905,1,1,14868,2005-02-01T00:00:00.000,2013,0
4654,1508,3,Visa,Debit (Prepaid),4206153698593049,2012-12-01T00:00:00.000,9,1,1,78,2008-08-01T00:00:00.000,2008,0
4655,1508,4,Mastercard,Debit,5521151206022377,2020-05-01T00:00:00.000,641,1,2,1633,2010-12-01T00:00:00.000,2012,0
4656,1509,0,Amex,Credit,330491125625090,2024-11-01T00:00:00.000,856,1,1,15700,2020-02-01T00:00:00.000,2020,0
4657,1509,1,Mastercard,Debit (Prepaid),5789086009227522,2023-04-01T00:00:00.000,492,1,2,60,2020-02-01T00:00:00.000,2020,0
4658,1509,2,Visa,Debit,4396300530343290,2023-08-01T00:00:00.000,768,1,2,5222,2020-02-01T00:00:00.000,2020,0
4659,1509,3,Visa,Debit,4316804623436512,2022-07-01T00:00:00.000,145,1,1,14897,2020-02-01T00:00:00.000,2020,0
4660,1509,4,Mastercard,Credit,5270606118993945,2021-12-01T00:00:00.000,99,1,2,10500,2020-02-01T00:00:00.000,2020,0
4661,1510,0,Mastercard,Debit,5579186804778775,2022-04-01T00:00:00.000,880,1,1,17130,2007-12-01T00:00:00.000,2011,0
4662,1510,1,Mastercard,Debit,5017284678566476,2022-05-01T00:00:00.000,246,1,2,9852,2006-02-01T00:00:00.000,2012,0
4663,1511,0,Mastercard,Debit,5507680552446400,2020-09-01T00:00:00.000,227,1,1,20479,2008-03-01T00:00:00.000,2008,0
4664,1511,1,Mastercard,Debit (Prepaid),5147068410331391,2011-09-01T00:00:00.000,725,1,1,100,2008-03-01T00:00:00.000,2011,0
4665,1512,0,Mastercard,Credit,5689040853282702,2021-10-01T00:00:00.000,551,1,2,9200,2011-05-01T00:00:00.000,2011,0
4666,1512,1,Mastercard,Debit,5122476616301895,2020-05-01T00:00:00.000,133,1,1,17314,2009-03-01T00:00:00.000,2011,0
4667,1512,2,Mastercard,Debit,5304039785163827,2023-09-01T00:00:00.000,849,1,1,20605,2006-07-01T00:00:00.000,2011,0
4668,1512,3,Discover,Credit,6798120561105479,2024-05-01T00:00:00.000,373,0,2,9500,2003-08-01T00:00:00.000,2005,0
4669,1513,0,Discover,Credit,6546589729646885,2020-02-01T00:00:00.000,99,1,2,10600,2020-02-01T00:00:00.000,2020,0
4670,1514,0,Mastercard,Debit,5561095552395447,2023-12-01T00:00:00.000,957,1,1,34065,2019-07-01T00:00:00.000,2019,0
4671,1514,1,Mastercard,Credit,5051745688370284,2016-03-01T00:00:00.000,195,1,1,16200,2008-04-01T00:00:00.000,2013,0
4672,1514,2,Visa,Debit (Prepaid),4730478240405316,2024-12-01T00:00:00.000,114,1,2,2,2008-03-01T00:00:00.000,2010,0
4673,1514,3,Visa,Debit,4084349539485967,2022-04-01T00:00:00.000,536,1,1,26714,2004-02-01T00:00:00.000,2010,0
4674,1514,4,Visa,Debit,4600429352082372,2020-01-01T00:00:00.000,674,1,2,41084,2003-10-01T00:00:00.000,2012,0
4675,1514,5,Mastercard,Debit,5706014273634676,2008-05-01T00:00:00.000,360,1,2,11392,2006-07-01T00:00:00.000,2015,0
4676,1514,6,Mastercard,Debit,5121412939946667,2022-10-01T00:00:00.000,799,1,2,21205,2007-12-01T00:00:00.000,2011,0
4677,1515,0,Mastercard,Debit,5554081439634551,2022-07-01T00:00:00.000,695,1,2,22409,2014-05-01T00:00:00.000,2014,0
4678,1515,1,Mastercard,Debit,5911201546356823,2020-11-01T00:00:00.000,172,1,1,26275,2020-01-01T00:00:00.000,2020,0
4679,1515,2,Visa,Debit (Prepaid),4351720469066759,2020-08-01T00:00:00.000,218,1,1,74,2008-07-01T00:00:00.000,2011,0
4680,1515,3,Mastercard,Debit,5152235839088172,2023-07-01T00:00:00.000,469,0,2,27298,2003-05-01T00:00:00.000,2007,0
4681,1515,4,Mastercard,Debit (Prepaid),5967896787942497,2024-08-01T00:00:00.000,949,1,1,61,2008-03-01T00:00:00.000,2010,0
4682,1515,5,Mastercard,Credit,5586713288069328,2022-07-01T00:00:00.000,232,1,2,17000,2003-01-01T00:00:00.000,2009,0
4683,1516,0,Amex,Credit,334781877942824,2023-09-01T00:00:00.000,660,1,1,6700,2020-01-01T00:00:00.000,2020,0
4684,1516,1,Visa,Credit,4969893593143817,2022-10-01T00:00:00.000,58,1,1,9600,2020-02-01T00:00:00.000,2020,0
4685,1516,2,Visa,Debit,4746520577856918,2020-07-01T00:00:00.000,959,1,1,16350,2020-01-01T00:00:00.000,2020,0
4686,1517,0,Mastercard,Credit,5201739490879007,2022-03-01T00:00:00.000,620,0,2,8500,2020-02-01T00:00:00.000,2020,0
4687,1517,1,Visa,Debit,4390973591646087,2020-02-01T00:00:00.000,260,1,2,29078,2020-02-01T00:00:00.000,2020,0
4688,1518,0,Visa,Debit,4385365268806508,2024-09-01T00:00:00.000,151,1,2,11868,2007-02-01T00:00:00.000,2015,0
4689,1518,1,Visa,Debit,4362821338983929,2024-09-01T00:00:00.000,272,1,1,9708,2006-11-01T00:00:00.000,2013,0
4690,1518,2,Mastercard,Debit,5846069874081323,2008-11-01T00:00:00.000,812,1,2,16541,2005-07-01T00:00:00.000,2011,0
4691,1519,0,Visa,Debit,4529699535483304,2021-05-01T00:00:00.000,329,1,1,10982,2006-01-01T00:00:00.000,2011,0
4692,1519,1,Mastercard,Debit,5016909247780196,2020-06-01T00:00:00.000,479,0,2,11094,2011-10-01T00:00:00.000,2011,0
4693,1519,2,Visa,Credit,4733347153706598,2020-07-01T00:00:00.000,265,1,2,8000,2020-01-01T00:00:00.000,2020,0
4694,1519,3,Mastercard,Debit,5793823082189569,2020-01-01T00:00:00.000,210,1,1,7535,2011-09-01T00:00:00.000,2011,0
4695,1520,0,Visa,Debit,4097569831392145,2022-07-01T00:00:00.000,289,1,1,24296,2018-11-01T00:00:00.000,2018,0
4696,1520,1,Mastercard,Debit,5966652632775568,2023-05-01T00:00:00.000,536,1,1,20816,2011-12-01T00:00:00.000,2011,0
4697,1520,2,Discover,Credit,6574776064588951,2022-06-01T00:00:00.000,509,1,2,14700,2008-03-01T00:00:00.000,2019,0
4698,1520,3,Visa,Debit,4440574696341642,2020-04-01T00:00:00.000,962,0,2,17145,2009-06-01T00:00:00.000,2010,0
4699,1520,4,Visa,Debit,4752612253568533,2022-08-01T00:00:00.000,162,1,1,11391,1999-09-01T00:00:00.000,2015,0
4700,1521,0,Mastercard,Debit (Prepaid),5017252384270871,2022-07-01T00:00:00.000,389,1,2,69,2012-11-01T00:00:00.000,2012,0
4701,1521,1,Mastercard,Credit,5344072434039629,2012-05-01T00:00:00.000,462,1,2,9100,2010-06-01T00:00:00.000,2016,0
4702,1522,0,Mastercard,Debit,5492294137017692,2012-08-01T00:00:00.000,745,1,2,22137,2007-06-01T00:00:00.000,2007,0
4703,1522,1,Mastercard,Debit,5673229210000459,2010-05-01T00:00:00.000,141,0,1,13698,2008-11-01T00:00:00.000,2010,0
4704,1522,2,Mastercard,Debit,5594766760079503,2020-01-01T00:00:00.000,541,1,1,17598,2009-04-01T00:00:00.000,2009,0
4705,1523,0,Mastercard,Debit,5523941420112539,2021-07-01T00:00:00.000,71,1,1,6957,2005-09-01T00:00:00.000,2011,0
4706,1524,0,Visa,Debit,4832794053001176,2021-11-01T00:00:00.000,588,1,1,20839,2011-07-01T00:00:00.000,2011,0
4707,1524,1,Visa,Debit,4481338830716771,2022-10-01T00:00:00.000,467,1,1,28004,2018-10-01T00:00:00.000,2018,0
4708,1524,2,Mastercard,Debit,5743016565516756,2009-12-01T00:00:00.000,138,1,1,19114,2009-11-01T00:00:00.000,2010,0
4709,1524,3,Mastercard,Debit,5146883948059613,2018-06-01T00:00:00.000,867,1,2,13657,2011-12-01T00:00:00.000,2011,0
4710,1524,4,Mastercard,Debit,5486627600298205,2022-07-01T00:00:00.000,125,1,1,23404,2003-02-01T00:00:00.000,2010,0
4711,1525,0,Mastercard,Debit,5329257764930749,2021-03-01T00:00:00.000,359,1,2,4898,2007-03-01T00:00:00.000,2015,0
4712,1525,1,Mastercard,Debit,5903653067942572,2020-09-01T00:00:00.000,25,0,1,10654,2009-04-01T00:00:00.000,2010,0
4713,1526,0,Mastercard,Credit,5606160450914606,2023-08-01T00:00:00.000,46,1,2,6600,2008-04-01T00:00:00.000,2016,0
4714,1526,1,Amex,Credit,333480454420533,2020-09-01T00:00:00.000,392,0,1,8300,2003-10-01T00:00:00.000,2011,0
4715,1526,2,Amex,Credit,379940351891689,2020-11-01T00:00:00.000,954,1,2,12300,2007-08-01T00:00:00.000,2012,0
4716,1526,3,Mastercard,Credit,5941275556386094,2024-03-01T00:00:00.000,128,1,1,5500,2001-03-01T00:00:00.000,2010,0
4717,1526,4,Visa,Credit,4888461276072573,2022-10-01T00:00:00.000,747,1,1,5900,2009-08-01T00:00:00.000,2010,0
4718,1527,0,Mastercard,Debit,5839584564422187,2024-06-01T00:00:00.000,206,0,1,26404,2008-08-01T00:00:00.000,2011,0
4719,1527,1,Mastercard,Debit,5620855750640306,2023-08-01T00:00:00.000,492,0,1,18773,2017-06-01T00:00:00.000,2017,0
4720,1527,2,Visa,Debit,4539066236622195,2019-02-01T00:00:00.000,145,0,2,21087,2009-08-01T00:00:00.000,2009,0
4721,1527,3,Visa,Credit,4667046973414964,2023-05-01T00:00:00.000,952,1,2,14400,2011-02-01T00:00:00.000,2011,0
4722,1527,4,Visa,Credit,4973318740626868,2024-08-01T00:00:00.000,586,1,1,11400,2005-11-01T00:00:00.000,2010,0
4723,1528,0,Mastercard,Debit,5713112635487348,2020-02-01T00:00:00.000,796,1,1,11159,1998-05-01T00:00:00.000,2015,0
4724,1528,1,Mastercard,Debit,5409541769328200,2017-04-01T00:00:00.000,23,1,1,10233,2005-09-01T00:00:00.000,2017,0
4725,1528,2,Visa,Debit (Prepaid),4326714873054572,2024-05-01T00:00:00.000,692,1,3,45,2006-11-01T00:00:00.000,2012,0
4726,1528,3,Visa,Credit,4372866189717850,2020-11-01T00:00:00.000,785,1,2,6400,2003-09-01T00:00:00.000,2010,0
4727,1529,0,Mastercard,Debit,5384350370649513,2023-09-01T00:00:00.000,549,1,1,14070,2003-08-01T00:00:00.000,2014,0
4728,1529,1,Mastercard,Debit,5299823964392127,2023-12-01T00:00:00.000,273,0,2,2159,2002-12-01T00:00:00.000,2006,0
4729,1529,2,Mastercard,Debit,5291762862057509,2020-10-01T00:00:00.000,269,1,1,26425,2011-06-01T00:00:00.000,2011,0
4730,1530,0,Mastercard,Debit,5642734548545159,2018-11-01T00:00:00.000,405,1,2,66781,2007-11-01T00:00:00.000,2009,0
4731,1530,1,Visa,Debit,4568370619528049,2023-07-01T00:00:00.000,983,1,1,47684,2013-08-01T00:00:00.000,2013,0
4732,1530,2,Mastercard,Credit,5571571366314376,2024-07-01T00:00:00.000,126,1,1,27700,2007-10-01T00:00:00.000,2013,0
4733,1530,3,Visa,Credit,4915308819332544,2023-05-01T00:00:00.000,776,1,2,10700,2013-07-01T00:00:00.000,2013,0
4734,1530,4,Visa,Debit,4698439364398046,2021-02-01T00:00:00.000,414,1,1,49679,2020-01-01T00:00:00.000,2020,0
4735,1531,0,Visa,Credit,4381113346368526,2023-11-01T00:00:00.000,51,1,2,1900,2004-04-01T00:00:00.000,2011,0
4736,1531,1,Visa,Debit,4448948827886660,2021-01-01T00:00:00.000,687,1,1,11885,2008-10-01T00:00:00.000,2011,0
4737,1532,0,Mastercard,Debit,5335828686031643,2015-02-01T00:00:00.000,167,1,2,785,2010-09-01T00:00:00.000,2010,0
4738,1532,1,Visa,Credit,4749273777651489,2022-03-01T00:00:00.000,809,1,2,6900,2001-10-01T00:00:00.000,2011,0
4739,1532,2,Visa,Debit,4450794746298149,2018-12-01T00:00:00.000,502,1,1,22457,2006-04-01T00:00:00.000,2010,0
4740,1533,0,Mastercard,Debit,5072626821657978,2022-08-01T00:00:00.000,701,1,2,14701,2011-06-01T00:00:00.000,2011,0
4741,1533,1,Visa,Debit (Prepaid),4589358638611077,2023-03-01T00:00:00.000,207,1,1,3,2009-07-01T00:00:00.000,2020,0
4742,1533,2,Mastercard,Debit,5659101740652440,2002-02-01T00:00:00.000,501,1,2,23502,2000-02-01T00:00:00.000,2020,0
4743,1533,3,Mastercard,Debit (Prepaid),5926977700240338,2021-12-01T00:00:00.000,508,1,2,44,2010-05-01T00:00:00.000,2010,0
4744,1534,0,Mastercard,Debit,5686962857502766,2022-06-01T00:00:00.000,257,1,1,27590,2009-03-01T00:00:00.000,2010,0
4745,1534,1,Visa,Debit,4230041150211486,2024-07-01T00:00:00.000,872,1,1,37338,2011-09-01T00:00:00.000,2011,0
4746,1534,2,Mastercard,Credit,5409754518829059,2023-04-01T00:00:00.000,806,1,1,15500,2007-09-01T00:00:00.000,2012,0
4747,1534,3,Visa,Debit,4420367772042775,2007-05-01T00:00:00.000,704,1,2,33807,2005-12-01T00:00:00.000,2008,0
4748,1534,4,Visa,Debit,4063898777653037,2002-10-01T00:00:00.000,671,1,2,24056,2002-10-01T00:00:00.000,2009,0
4749,1534,5,Visa,Credit,4616160672677136,2003-10-01T00:00:00.000,410,1,2,11400,1998-06-01T00:00:00.000,2007,0
4750,1535,0,Mastercard,Debit (Prepaid),5214165168049372,2011-10-01T00:00:00.000,254,1,2,37,2001-02-01T00:00:00.000,2004,0
4751,1535,1,Visa,Credit,4275119808129751,2014-01-01T00:00:00.000,864,1,1,11000,2007-02-01T00:00:00.000,2010,0
4752,1536,0,Mastercard,Debit,5538862189927591,2023-12-01T00:00:00.000,664,1,2,2307,2008-11-01T00:00:00.000,2010,0
4753,1536,1,Visa,Debit,4763832977457199,2009-12-01T00:00:00.000,581,1,2,10362,2009-04-01T00:00:00.000,2015,0
4754,1537,0,Visa,Debit,4359389213795356,2023-10-01T00:00:00.000,546,1,1,37318,2012-10-01T00:00:00.000,2012,0
4755,1537,1,Mastercard,Credit,5056150001403124,2008-12-01T00:00:00.000,451,1,1,22800,2007-08-01T00:00:00.000,2007,0
4756,1537,2,Visa,Debit,4169838718882754,2021-05-01T00:00:00.000,899,1,1,57294,2007-03-01T00:00:00.000,2010,0
4757,1537,3,Mastercard,Debit,5565968548709329,2024-07-01T00:00:00.000,877,1,2,30024,2011-05-01T00:00:00.000,2011,0
4758,1537,4,Visa,Credit,4610405635857644,2019-10-01T00:00:00.000,524,1,2,37400,2011-12-01T00:00:00.000,2011,0
4759,1538,0,Mastercard,Debit,5313259691069761,2022-08-01T00:00:00.000,972,1,2,21147,2020-02-01T00:00:00.000,2020,0
4760,1539,0,Mastercard,Debit,5249391871473894,2024-02-01T00:00:00.000,845,1,1,11857,2009-04-01T00:00:00.000,2011,0
4761,1539,1,Visa,Debit,4453842040369230,2020-09-01T00:00:00.000,179,1,1,21148,2005-11-01T00:00:00.000,2011,0
4762,1539,2,Visa,Credit,4481967137410492,2022-09-01T00:00:00.000,198,1,1,7500,2004-11-01T00:00:00.000,2016,0
4763,1539,3,Visa,Debit,4009698492021262,2021-04-01T00:00:00.000,907,1,2,16261,2010-08-01T00:00:00.000,2016,0
4764,1539,4,Mastercard,Debit,5695828176341633,2021-12-01T00:00:00.000,792,1,2,14116,2006-05-01T00:00:00.000,2015,0
4765,1540,0,Visa,Debit,4190381537189189,2024-03-01T00:00:00.000,939,1,1,23677,2020-01-01T00:00:00.000,2020,0
4766,1540,1,Visa,Debit (Prepaid),4495572757942995,2020-12-01T00:00:00.000,474,1,3,69,2020-01-01T00:00:00.000,2020,0
4767,1541,0,Mastercard,Debit,5840476864492037,2020-03-01T00:00:00.000,155,0,1,6326,2009-01-01T00:00:00.000,2010,0
4768,1542,0,Mastercard,Debit,5207003416805344,2020-07-01T00:00:00.000,717,1,2,12461,2020-02-01T00:00:00.000,2020,0
4769,1542,1,Mastercard,Debit,5987109951536861,2019-04-01T00:00:00.000,424,1,2,17386,2017-02-01T00:00:00.000,2017,0
4770,1542,2,Visa,Credit,4076004030170552,2024-01-01T00:00:00.000,180,0,2,11300,2020-02-01T00:00:00.000,2020,0
4771,1543,0,Mastercard,Debit,5905486726598062,2014-10-01T00:00:00.000,426,1,1,1,2013-01-01T00:00:00.000,2013,0
4772,1543,1,Visa,Debit,4367131765938550,2023-12-01T00:00:00.000,935,0,2,1,2014-08-01T00:00:00.000,2014,0
4773,1543,2,Mastercard,Credit,5690597003085826,2024-01-01T00:00:00.000,546,1,2,0,2005-05-01T00:00:00.000,2012,0
4774,1544,0,Visa,Debit,4943014295329210,2024-06-01T00:00:00.000,641,1,1,23069,2020-02-01T00:00:00.000,2020,0
4775,1544,1,Visa,Debit,4870540675741457,2024-04-01T00:00:00.000,716,1,1,15578,2013-02-01T00:00:00.000,2013,0
4776,1544,2,Mastercard,Debit,5541258980261232,2015-06-01T00:00:00.000,131,1,1,29648,2008-10-01T00:00:00.000,2011,0
4777,1544,3,Visa,Credit,4112534725146358,2018-10-01T00:00:00.000,18,1,1,25300,2011-12-01T00:00:00.000,2017,0
4778,1545,0,Amex,Credit,304236119500152,2020-08-01T00:00:00.000,954,1,1,8200,2010-09-01T00:00:00.000,2012,0
4779,1545,1,Mastercard,Debit,5555216812366873,2023-05-01T00:00:00.000,871,1,1,9257,2009-05-01T00:00:00.000,2009,0
